# h01 operator-probe directed vectors (issue #20)
# generated by tools/h01_compare.py from the FROZEN PYTHON MODEL
# golden: src/gf180_dx7/model/operator.py (contract gf180-dx7-integer-v1)
# ROM bytes: reference/tables/*.hex pinned by reference/tables/manifest.json
#   sinlog sha256 990c19e90732efe712a19ba4272f97c7c9d884ac0e4e19450a1067165d8aa8a8
#   sinexp sha256 e515a71ae736d92dcb3fd36973dea486c96d1521f1a0bab1f917be2c4ec07794
# L <phase hex8>            load phase register (while en=0)
# E <freq hex8> <env hex4>  one evaluation: out = mkiSin(phase, env); phase += freq
L 00000000
E 00000000 0060
E 00000000 0061
E 00000000 0062
E 00000000 0063
E 00000000 0064
E 00000000 0065
E 00000000 0066
E 00000000 0067
E 00000000 0068
E 00000000 0069
E 00000000 006a
E 00000000 006b
E 00000000 006c
E 00000000 006d
E 00000000 006e
E 00000000 006f
E 00000000 0070
E 00000000 0071
E 00000000 0072
E 00000000 0073
E 00000000 0074
E 00000000 0075
E 00000000 0076
E 00000000 0077
E 00000000 0078
E 00000000 0079
E 00000000 007a
E 00000000 007b
E 00000000 007c
E 00000000 007d
E 00000000 007e
E 00000000 007f
E 00000000 0080
E 00000000 0081
E 00000000 0082
E 00000000 0083
E 00000000 0084
E 00000000 0085
E 00000000 0086
E 00000000 0087
E 00000000 0088
E 00000000 0089
E 00000000 008a
E 00000000 008b
E 00000000 008c
E 00000000 008d
E 00000000 008e
E 00000000 008f
E 00000000 0090
E 00000000 0091
E 00000000 0092
E 00000000 0093
E 00000000 0094
E 00000000 0095
E 00000000 0096
E 00000000 0097
E 00000000 0098
E 00000000 0099
E 00000000 009a
E 00000000 009b
E 00000000 009c
E 00000000 009d
E 00000000 009e
E 00000000 009f
E 00000000 00a0
E 00000000 00a1
E 00000000 00a2
E 00000000 00a3
E 00000000 00a4
E 00000000 00a5
E 00000000 00a6
E 00000000 00a7
E 00000000 00a8
E 00000000 00a9
E 00000000 00aa
E 00000000 00ab
E 00000000 00ac
E 00000000 00ad
E 00000000 00ae
E 00000000 00af
E 00000000 00b0
E 00000000 00b1
E 00000000 00b2
E 00000000 00b3
E 00000000 00b4
E 00000000 00b5
E 00000000 00b6
E 00000000 00b7
E 00000000 00b8
E 00000000 00b9
E 00000000 00ba
E 00000000 00bb
E 00000000 00bc
E 00000000 00bd
E 00000000 00be
E 00000000 00bf
E 00000000 00c0
E 00000000 00c1
E 00000000 00c2
E 00000000 00c3
E 00000000 00c4
E 00000000 00c5
E 00000000 00c6
E 00000000 00c7
E 00000000 00c8
E 00000000 00c9
E 00000000 00ca
E 00000000 00cb
E 00000000 00cc
E 00000000 00cd
E 00000000 00ce
E 00000000 00cf
E 00000000 00d0
E 00000000 00d1
E 00000000 00d2
E 00000000 00d3
E 00000000 00d4
E 00000000 00d5
E 00000000 00d6
E 00000000 00d7
E 00000000 00d8
E 00000000 00d9
E 00000000 00da
E 00000000 00db
E 00000000 00dc
E 00000000 00dd
E 00000000 00de
E 00000000 00df
E 00000000 00e0
E 00000000 00e1
E 00000000 00e2
E 00000000 00e3
E 00000000 00e4
E 00000000 00e5
E 00000000 00e6
E 00000000 00e7
E 00000000 00e8
E 00000000 00e9
E 00000000 00ea
E 00000000 00eb
E 00000000 00ec
E 00000000 00ed
E 00000000 00ee
E 00000000 00ef
E 00000000 00f0
E 00000000 00f1
E 00000000 00f2
E 00000000 00f3
E 00000000 00f4
E 00000000 00f5
E 00000000 00f6
E 00000000 00f7
E 00000000 00f8
E 00000000 00f9
E 00000000 00fa
E 00000000 00fb
E 00000000 00fc
E 00000000 00fd
E 00000000 00fe
E 00000000 00ff
E 00000000 0100
E 00000000 0101
E 00000000 0102
E 00000000 0103
E 00000000 0104
E 00000000 0105
E 00000000 0106
E 00000000 0107
E 00000000 0108
E 00000000 0109
E 00000000 010a
E 00000000 010b
E 00000000 010c
E 00000000 010d
E 00000000 010e
E 00000000 010f
E 00000000 0110
E 00000000 0111
E 00000000 0112
E 00000000 0113
E 00000000 0114
E 00000000 0115
E 00000000 0116
E 00000000 0117
E 00000000 0118
E 00000000 0119
E 00000000 011a
E 00000000 011b
E 00000000 011c
E 00000000 011d
E 00000000 011e
E 00000000 011f
E 00000000 0120
E 00000000 0121
E 00000000 0122
E 00000000 0123
E 00000000 0124
E 00000000 0125
E 00000000 0126
E 00000000 0127
E 00000000 0128
E 00000000 0129
E 00000000 012a
E 00000000 012b
E 00000000 012c
E 00000000 012d
E 00000000 012e
E 00000000 012f
E 00000000 0130
E 00000000 0131
E 00000000 0132
E 00000000 0133
E 00000000 0134
E 00000000 0135
E 00000000 0136
E 00000000 0137
E 00000000 0138
E 00000000 0139
E 00000000 013a
E 00000000 013b
E 00000000 013c
E 00000000 013d
E 00000000 013e
E 00000000 013f
E 00000000 0140
E 00000000 0141
E 00000000 0142
E 00000000 0143
E 00000000 0144
E 00000000 0145
E 00000000 0146
E 00000000 0147
E 00000000 0148
E 00000000 0149
E 00000000 014a
E 00000000 014b
E 00000000 014c
E 00000000 014d
E 00000000 014e
E 00000000 014f
E 00000000 0150
E 00000000 0151
E 00000000 0152
E 00000000 0153
E 00000000 0154
E 00000000 0155
E 00000000 0156
E 00000000 0157
E 00000000 0158
E 00000000 0159
E 00000000 015a
E 00000000 015b
E 00000000 015c
E 00000000 015d
E 00000000 015e
E 00000000 015f
E 00000000 0160
E 00000000 0161
E 00000000 0162
E 00000000 0163
E 00000000 0164
E 00000000 0165
E 00000000 0166
E 00000000 0167
E 00000000 0168
E 00000000 0169
E 00000000 016a
E 00000000 016b
E 00000000 016c
E 00000000 016d
E 00000000 016e
E 00000000 016f
E 00000000 0170
E 00000000 0171
E 00000000 0172
E 00000000 0173
E 00000000 0174
E 00000000 0175
E 00000000 0176
E 00000000 0177
E 00000000 0178
E 00000000 0179
E 00000000 017a
E 00000000 017b
E 00000000 017c
E 00000000 017d
E 00000000 017e
E 00000000 017f
E 00000000 0180
E 00000000 0181
E 00000000 0182
E 00000000 0183
E 00000000 0184
E 00000000 0185
E 00000000 0186
E 00000000 0187
E 00000000 0188
E 00000000 0189
E 00000000 018a
E 00000000 018b
E 00000000 018c
E 00000000 018d
E 00000000 018e
E 00000000 018f
E 00000000 0190
E 00000000 0191
E 00000000 0192
E 00000000 0193
E 00000000 0194
E 00000000 0195
E 00000000 0196
E 00000000 0197
E 00000000 0198
E 00000000 0199
E 00000000 019a
E 00000000 019b
E 00000000 019c
E 00000000 019d
E 00000000 019e
E 00000000 019f
E 00000000 01a0
E 00000000 01a1
E 00000000 01a2
E 00000000 01a3
E 00000000 01a4
E 00000000 01a5
E 00000000 01a6
E 00000000 01a7
E 00000000 01a8
E 00000000 01a9
E 00000000 01aa
E 00000000 01ab
E 00000000 01ac
E 00000000 01ad
E 00000000 01ae
E 00000000 01af
E 00000000 01b0
E 00000000 01b1
E 00000000 01b2
E 00000000 01b3
E 00000000 01b4
E 00000000 01b5
E 00000000 01b6
E 00000000 01b7
E 00000000 01b8
E 00000000 01b9
E 00000000 01ba
E 00000000 01bb
E 00000000 01bc
E 00000000 01bd
E 00000000 01be
E 00000000 01bf
E 00000000 01c0
E 00000000 01c1
E 00000000 01c2
E 00000000 01c3
E 00000000 01c4
E 00000000 01c5
E 00000000 01c6
E 00000000 01c7
E 00000000 01c8
E 00000000 01c9
E 00000000 01ca
E 00000000 01cb
E 00000000 01cc
E 00000000 01cd
E 00000000 01ce
E 00000000 01cf
E 00000000 01d0
E 00000000 01d1
E 00000000 01d2
E 00000000 01d3
E 00000000 01d4
E 00000000 01d5
E 00000000 01d6
E 00000000 01d7
E 00000000 01d8
E 00000000 01d9
E 00000000 01da
E 00000000 01db
E 00000000 01dc
E 00000000 01dd
E 00000000 01de
E 00000000 01df
E 00000000 01e0
E 00000000 01e1
E 00000000 01e2
E 00000000 01e3
E 00000000 01e4
E 00000000 01e5
E 00000000 01e6
E 00000000 01e7
E 00000000 01e8
E 00000000 01e9
E 00000000 01ea
E 00000000 01eb
E 00000000 01ec
E 00000000 01ed
E 00000000 01ee
E 00000000 01ef
E 00000000 01f0
E 00000000 01f1
E 00000000 01f2
E 00000000 01f3
E 00000000 01f4
E 00000000 01f5
E 00000000 01f6
E 00000000 01f7
E 00000000 01f8
E 00000000 01f9
E 00000000 01fa
E 00000000 01fb
E 00000000 01fc
E 00000000 01fd
E 00000000 01fe
E 00000000 01ff
E 00000000 0200
E 00000000 0201
E 00000000 0202
E 00000000 0203
E 00000000 0204
E 00000000 0205
E 00000000 0206
E 00000000 0207
E 00000000 0208
E 00000000 0209
E 00000000 020a
E 00000000 020b
E 00000000 020c
E 00000000 020d
E 00000000 020e
E 00000000 020f
E 00000000 0210
E 00000000 0211
E 00000000 0212
E 00000000 0213
E 00000000 0214
E 00000000 0215
E 00000000 0216
E 00000000 0217
E 00000000 0218
E 00000000 0219
E 00000000 021a
E 00000000 021b
E 00000000 021c
E 00000000 021d
E 00000000 021e
E 00000000 021f
E 00000000 0220
E 00000000 0221
E 00000000 0222
E 00000000 0223
E 00000000 0224
E 00000000 0225
E 00000000 0226
E 00000000 0227
E 00000000 0228
E 00000000 0229
E 00000000 022a
E 00000000 022b
E 00000000 022c
E 00000000 022d
E 00000000 022e
E 00000000 022f
E 00000000 0230
E 00000000 0231
E 00000000 0232
E 00000000 0233
E 00000000 0234
E 00000000 0235
E 00000000 0236
E 00000000 0237
E 00000000 0238
E 00000000 0239
E 00000000 023a
E 00000000 023b
E 00000000 023c
E 00000000 023d
E 00000000 023e
E 00000000 023f
E 00000000 0240
E 00000000 0241
E 00000000 0242
E 00000000 0243
E 00000000 0244
E 00000000 0245
E 00000000 0246
E 00000000 0247
E 00000000 0248
E 00000000 0249
E 00000000 024a
E 00000000 024b
E 00000000 024c
E 00000000 024d
E 00000000 024e
E 00000000 024f
E 00000000 0250
E 00000000 0251
E 00000000 0252
E 00000000 0253
E 00000000 0254
E 00000000 0255
E 00000000 0256
E 00000000 0257
E 00000000 0258
E 00000000 0259
E 00000000 025a
E 00000000 025b
E 00000000 025c
E 00000000 025d
E 00000000 025e
E 00000000 025f
E 00000000 0260
E 00000000 0261
E 00000000 0262
E 00000000 0263
E 00000000 0264
E 00000000 0265
E 00000000 0266
E 00000000 0267
E 00000000 0268
E 00000000 0269
E 00000000 026a
E 00000000 026b
E 00000000 026c
E 00000000 026d
E 00000000 026e
E 00000000 026f
E 00000000 0270
E 00000000 0271
E 00000000 0272
E 00000000 0273
E 00000000 0274
E 00000000 0275
E 00000000 0276
E 00000000 0277
E 00000000 0278
E 00000000 0279
E 00000000 027a
E 00000000 027b
E 00000000 027c
E 00000000 027d
E 00000000 027e
E 00000000 027f
E 00000000 0280
E 00000000 0281
E 00000000 0282
E 00000000 0283
E 00000000 0284
E 00000000 0285
E 00000000 0286
E 00000000 0287
E 00000000 0288
E 00000000 0289
E 00000000 028a
E 00000000 028b
E 00000000 028c
E 00000000 028d
E 00000000 028e
E 00000000 028f
E 00000000 0290
E 00000000 0291
E 00000000 0292
E 00000000 0293
E 00000000 0294
E 00000000 0295
E 00000000 0296
E 00000000 0297
E 00000000 0298
E 00000000 0299
E 00000000 029a
E 00000000 029b
E 00000000 029c
E 00000000 029d
E 00000000 029e
E 00000000 029f
E 00000000 02a0
E 00000000 02a1
E 00000000 02a2
E 00000000 02a3
E 00000000 02a4
E 00000000 02a5
E 00000000 02a6
E 00000000 02a7
E 00000000 02a8
E 00000000 02a9
E 00000000 02aa
E 00000000 02ab
E 00000000 02ac
E 00000000 02ad
E 00000000 02ae
E 00000000 02af
E 00000000 02b0
E 00000000 02b1
E 00000000 02b2
E 00000000 02b3
E 00000000 02b4
E 00000000 02b5
E 00000000 02b6
E 00000000 02b7
E 00000000 02b8
E 00000000 02b9
E 00000000 02ba
E 00000000 02bb
E 00000000 02bc
E 00000000 02bd
E 00000000 02be
E 00000000 02bf
E 00000000 02c0
E 00000000 02c1
E 00000000 02c2
E 00000000 02c3
E 00000000 02c4
E 00000000 02c5
E 00000000 02c6
E 00000000 02c7
E 00000000 02c8
E 00000000 02c9
E 00000000 02ca
E 00000000 02cb
E 00000000 02cc
E 00000000 02cd
E 00000000 02ce
E 00000000 02cf
E 00000000 02d0
E 00000000 02d1
E 00000000 02d2
E 00000000 02d3
E 00000000 02d4
E 00000000 02d5
E 00000000 02d6
E 00000000 02d7
E 00000000 02d8
E 00000000 02d9
E 00000000 02da
E 00000000 02db
E 00000000 02dc
E 00000000 02dd
E 00000000 02de
E 00000000 02df
E 00000000 02e0
E 00000000 02e1
E 00000000 02e2
E 00000000 02e3
E 00000000 02e4
E 00000000 02e5
E 00000000 02e6
E 00000000 02e7
E 00000000 02e8
E 00000000 02e9
E 00000000 02ea
E 00000000 02eb
E 00000000 02ec
E 00000000 02ed
E 00000000 02ee
E 00000000 02ef
E 00000000 02f0
E 00000000 02f1
E 00000000 02f2
E 00000000 02f3
E 00000000 02f4
E 00000000 02f5
E 00000000 02f6
E 00000000 02f7
E 00000000 02f8
E 00000000 02f9
E 00000000 02fa
E 00000000 02fb
E 00000000 02fc
E 00000000 02fd
E 00000000 02fe
E 00000000 02ff
E 00000000 0300
E 00000000 0301
E 00000000 0302
E 00000000 0303
E 00000000 0304
E 00000000 0305
E 00000000 0306
E 00000000 0307
E 00000000 0308
E 00000000 0309
E 00000000 030a
E 00000000 030b
E 00000000 030c
E 00000000 030d
E 00000000 030e
E 00000000 030f
E 00000000 0310
E 00000000 0311
E 00000000 0312
E 00000000 0313
E 00000000 0314
E 00000000 0315
E 00000000 0316
E 00000000 0317
E 00000000 0318
E 00000000 0319
E 00000000 031a
E 00000000 031b
E 00000000 031c
E 00000000 031d
E 00000000 031e
E 00000000 031f
E 00000000 0320
E 00000000 0321
E 00000000 0322
E 00000000 0323
E 00000000 0324
E 00000000 0325
E 00000000 0326
E 00000000 0327
E 00000000 0328
E 00000000 0329
E 00000000 032a
E 00000000 032b
E 00000000 032c
E 00000000 032d
E 00000000 032e
E 00000000 032f
E 00000000 0330
E 00000000 0331
E 00000000 0332
E 00000000 0333
E 00000000 0334
E 00000000 0335
E 00000000 0336
E 00000000 0337
E 00000000 0338
E 00000000 0339
E 00000000 033a
E 00000000 033b
E 00000000 033c
E 00000000 033d
E 00000000 033e
E 00000000 033f
E 00000000 0340
E 00000000 0341
E 00000000 0342
E 00000000 0343
E 00000000 0344
E 00000000 0345
E 00000000 0346
E 00000000 0347
E 00000000 0348
E 00000000 0349
E 00000000 034a
E 00000000 034b
E 00000000 034c
E 00000000 034d
E 00000000 034e
E 00000000 034f
E 00000000 0350
E 00000000 0351
E 00000000 0352
E 00000000 0353
E 00000000 0354
E 00000000 0355
E 00000000 0356
E 00000000 0357
E 00000000 0358
E 00000000 0359
E 00000000 035a
E 00000000 035b
E 00000000 035c
E 00000000 035d
E 00000000 035e
E 00000000 035f
E 00000000 0360
E 00000000 0361
E 00000000 0362
E 00000000 0363
E 00000000 0364
E 00000000 0365
E 00000000 0366
E 00000000 0367
E 00000000 0368
E 00000000 0369
E 00000000 036a
E 00000000 036b
E 00000000 036c
E 00000000 036d
E 00000000 036e
E 00000000 036f
E 00000000 0370
E 00000000 0371
E 00000000 0372
E 00000000 0373
E 00000000 0374
E 00000000 0375
E 00000000 0376
E 00000000 0377
E 00000000 0378
E 00000000 0379
E 00000000 037a
E 00000000 037b
E 00000000 037c
E 00000000 037d
E 00000000 037e
E 00000000 037f
E 00000000 0380
E 00000000 0381
E 00000000 0382
E 00000000 0383
E 00000000 0384
E 00000000 0385
E 00000000 0386
E 00000000 0387
E 00000000 0388
E 00000000 0389
E 00000000 038a
E 00000000 038b
E 00000000 038c
E 00000000 038d
E 00000000 038e
E 00000000 038f
E 00000000 0390
E 00000000 0391
E 00000000 0392
E 00000000 0393
E 00000000 0394
E 00000000 0395
E 00000000 0396
E 00000000 0397
E 00000000 0398
E 00000000 0399
E 00000000 039a
E 00000000 039b
E 00000000 039c
E 00000000 039d
E 00000000 039e
E 00000000 039f
E 00000000 03a0
E 00000000 03a1
E 00000000 03a2
E 00000000 03a3
E 00000000 03a4
E 00000000 03a5
E 00000000 03a6
E 00000000 03a7
E 00000000 03a8
E 00000000 03a9
E 00000000 03aa
E 00000000 03ab
E 00000000 03ac
E 00000000 03ad
E 00000000 03ae
E 00000000 03af
E 00000000 03b0
E 00000000 03b1
E 00000000 03b2
E 00000000 03b3
E 00000000 03b4
E 00000000 03b5
E 00000000 03b6
E 00000000 03b7
E 00000000 03b8
E 00000000 03b9
E 00000000 03ba
E 00000000 03bb
E 00000000 03bc
E 00000000 03bd
E 00000000 03be
E 00000000 03bf
E 00000000 03c0
E 00000000 03c1
E 00000000 03c2
E 00000000 03c3
E 00000000 03c4
E 00000000 03c5
E 00000000 03c6
E 00000000 03c7
E 00000000 03c8
E 00000000 03c9
E 00000000 03ca
E 00000000 03cb
E 00000000 03cc
E 00000000 03cd
E 00000000 03ce
E 00000000 03cf
E 00000000 03d0
E 00000000 03d1
E 00000000 03d2
E 00000000 03d3
E 00000000 03d4
E 00000000 03d5
E 00000000 03d6
E 00000000 03d7
E 00000000 03d8
E 00000000 03d9
E 00000000 03da
E 00000000 03db
E 00000000 03dc
E 00000000 03dd
E 00000000 03de
E 00000000 03df
E 00000000 03e0
E 00000000 03e1
E 00000000 03e2
E 00000000 03e3
E 00000000 03e4
E 00000000 03e5
E 00000000 03e6
E 00000000 03e7
E 00000000 03e8
E 00000000 03e9
E 00000000 03ea
E 00000000 03eb
E 00000000 03ec
E 00000000 03ed
E 00000000 03ee
E 00000000 03ef
E 00000000 03f0
E 00000000 03f1
E 00000000 03f2
E 00000000 03f3
E 00000000 03f4
E 00000000 03f5
E 00000000 03f6
E 00000000 03f7
E 00000000 03f8
E 00000000 03f9
E 00000000 03fa
E 00000000 03fb
E 00000000 03fc
E 00000000 03fd
E 00000000 03fe
E 00000000 03ff
L 00000000
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
E 00091444 0400
L 12345678
E 00091444 0040
E 00091444 0080
E 00091444 00c0
E 00091444 0100
E 00091444 0140
E 00091444 0180
E 00091444 01c0
E 00091444 0200
E 00091444 0240
E 00091444 0280
E 00091444 02c0
E 00091444 0300
E 00091444 0340
E 00091444 0380
E 00091444 03c0
E 00091444 0400
E 00091444 0440
E 00091444 0480
E 00091444 04c0
E 00091444 0500
E 00091444 0540
E 00091444 0580
E 00091444 05c0
E 00091444 0600
E 00091444 0640
E 00091444 0680
E 00091444 06c0
E 00091444 0700
E 00091444 0740
E 00091444 0780
E 00091444 07c0
E 00091444 0800
E 00091444 0840
E 00091444 0880
E 00091444 08c0
E 00091444 0900
E 00091444 0940
E 00091444 0980
E 00091444 09c0
E 00091444 0a00
E 00091444 0a40
E 00091444 0a80
E 00091444 0ac0
E 00091444 0b00
E 00091444 0b40
E 00091444 0b80
E 00091444 0bc0
E 00091444 0c00
E 00091444 0c40
E 00091444 0c80
E 00091444 0cc0
E 00091444 0d00
E 00091444 0d40
E 00091444 0d80
E 00091444 0dc0
E 00091444 0e00
E 00091444 0e40
E 00091444 0e80
E 00091444 0ec0
E 00091444 0f00
E 00091444 0f40
E 00091444 0f80
E 00091444 0fc0
E 00091444 1000
L cafebabe
E ffffffff 3f00
E ffffffff 3e00
E ffffffff 3d00
E ffffffff 3c00
E ffffffff 3b00
E ffffffff 3a00
E ffffffff 3900
E ffffffff 3800
E ffffffff 3700
E ffffffff 3600
E ffffffff 3500
E ffffffff 3400
E ffffffff 3300
E ffffffff 3200
E ffffffff 3100
E ffffffff 3000
E ffffffff 2f00
E ffffffff 2e00
E ffffffff 2d00
E ffffffff 2c00
E ffffffff 2b00
E ffffffff 2a00
E ffffffff 2900
E ffffffff 2800
E ffffffff 2700
E ffffffff 2600
E ffffffff 2500
E ffffffff 2400
E ffffffff 2300
E ffffffff 2200
E ffffffff 2100
E ffffffff 2000
E ffffffff 1f00
E ffffffff 1e00
E ffffffff 1d00
E ffffffff 1c00
E ffffffff 1b00
E ffffffff 1a00
E ffffffff 1900
E ffffffff 1800
E ffffffff 1700
E ffffffff 1600
E ffffffff 1500
E ffffffff 1400
E ffffffff 1300
E ffffffff 1200
E ffffffff 1100
E ffffffff 1000
E ffffffff 0f00
E ffffffff 0e00
E ffffffff 0d00
E ffffffff 0c00
E ffffffff 0b00
E ffffffff 0a00
E ffffffff 0900
E ffffffff 0800
E ffffffff 0700
E ffffffff 0600
E ffffffff 0500
E ffffffff 0400
E ffffffff 0300
E ffffffff 0200
E ffffffff 0100
E ffffffff 0000
L ffffffff
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
E 00000001 2000
L 01000000
E 00400000 04f0
E 00400000 05e0
E 00400000 06d0
E 00400000 07c0
E 00400000 08b0
E 00400000 09a0
E 00400000 0a90
E 00400000 0b80
E 00400000 0c70
E 00400000 0d60
E 00400000 0e50
E 00400000 0f40
E 00400000 1030
E 00400000 1120
E 00400000 1210
E 00400000 1300
E 00400000 13f0
E 00400000 14e0
E 00400000 15d0
E 00400000 16c0
E 00400000 17b0
E 00400000 18a0
E 00400000 1990
E 00400000 1a80
E 00400000 1b70
E 00400000 1c60
E 00400000 1d50
E 00400000 1e40
E 00400000 1f30
E 00400000 2020
E 00400000 2110
E 00400000 2200
E 00400000 22f0
E 00400000 23e0
E 00400000 24d0
E 00400000 25c0
E 00400000 26b0
E 00400000 27a0
E 00400000 2890
E 00400000 2980
E 00400000 2a70
E 00400000 2b60
E 00400000 2c50
E 00400000 2d40
E 00400000 2e30
E 00400000 2f20
E 00400000 3010
E 00400000 3100
E 00400000 31f0
E 00400000 32e0
E 00400000 33d0
E 00400000 34c0
E 00400000 35b0
E 00400000 36a0
E 00400000 3790
E 00400000 3880
E 00400000 3970
E 00400000 3a60
E 00400000 3b50
E 00400000 3c40
E 00400000 3d30
E 00400000 3e20
E 00400000 3f10
E 00400000 4000
L 9e6b6cf8
E 00ffffff ffff
E a26b351e a5a4
E 29610ae0 e9fb
E 6f28d015 adba
E 00000001 d998
E 00000001 8001
E 00ffffff 6fc2
E 2de288f1 d355
E c5b79031 1198
E 3a46305c c51d
E ffffffff 81e4
E 00000001 7fff
E ee26cbc0 1a74
E d6257b49 1ec1
E 1d790bca 3537
E 64b5e3f8 b047
E f177d49f 7048
E fce79398 8027
E 293f6584 b0ba
E 7ad95556 d487
E 31028829 6dbb
E b7a13dce ed9a
E 75c33f8f ddfc
E d17dad33 0000
E 8fcd110c 227d
E 2abb0189 93a8
E 00ffffff 61ef
E ff5e243c 0001
E 00001000 3fff
E ad1dd140 611b
E d828056e a34b
E 00ffffff 7fff
E 00000000 8241
E 504516f2 3ea6
E 00000001 97de
E c330642b 2b1b
E ba351d1d a373
E 00000000 64f8
E 08d75496 3fff
E 628e21c8 0272
E 119ee914 6b06
E 00001000 ebbf
E 00000000 ceaf
E 80a0f27d f39f
E 00000001 c0f7
E 3e115e3e 4d8f
E 00001000 bd59
E ca707a92 4000
E 00fff000 1a46
E 00000001 0000
E 00ffffff ebe4
E 00001000 9582
E 7fffffff 8102
E 5255aa79 8000
E 263695f9 4000
E 7fffffff 3e26
E eee4852d 4001
E e3aab3dd a0f4
E 00ffffff 8000
E fdc2dbd7 7fff
E cba7ddcd 4930
E ffffffff 0b0e
E ba17e7bd 8ea5
E a544b6d2 8001
E 00ffffff 7fff
E 00000000 03ac
E 6774a900 0001
E 9ef80467 bdca
E 65c21953 dc04
E 642e4846 4b47
E 00000000 a375
E ac521437 3fff
E ffffffff 0000
E d6290f03 0e89
E fb09b28d aac0
E 9ca944bb c1f0
E 00001000 9f14
E 80000000 0000
E 7fffffff 3df5
E 22a49f27 4000
E 91a6821d 4ba0
E 00ffffff 3fff
E aa1a3b8e 6857
E f5c1e0ef 4000
E 10fb01d7 b4ea
E 00001000 ffff
E 38a2d999 3fff
E 1765dee2 8270
E 16ec8121 f581
E 00001000 72e6
E e07055c2 0000
E 80000000 7fff
E df44645f 423f
E 23c47939 ffff
E b26d94de 037b
E 2122f418 fd2c
E 26f738bd ce8f
E 00001000 65cb
E 00000001 6269
E 42b3df08 2aa1
E 42080a20 235e
E 00000001 4e36
E 1ae9ecd2 c0fc
E 366aaa39 9d40
E 79f3fac8 8817
E 32f1d920 2797
E 6fa8ec9e f193
E c91bf4c9 8000
E 43585d60 3268
E 8711d60e 3bcd
E eb29cdab 2791
E 8412b36b 70ab
E 00ffffff e85b
E 00000000 9293
E 5389bc8f 6311
E 7fffffff 0862
E ae693e7a 0ff9
E 4256da1e 2ada
E d06936ea 007e
E cebc6e85 f6b7
E c264a69d 388f
E 813756fe 4001
E 4c47407c 0b58
E 0ad48d4e 330b
E ba146906 7fff
E 75ddec36 29e9
E 0d1ce01f 4f65
E 2a5eb3e4 8000
E ffffffff b96c
E fe1902b6 9de0
E 00001000 8000
E 50bed195 0761
E 7f764ca1 6d0e
E 00ffffff 2c2c
E ffffffff 2a8d
E 2373a42e a249
E ab73ae7a 6af5
E 7fffffff 8e94
E b8c1508d b42d
E b5090e6d a92d
E c25b8e1a 5a79
E 00000001 8000
E 00ffffff 7fff
E 5ae87474 0001
E 00001000 7ae6
E f1042100 0dc1
E 43cf06b9 ffff
E bb424a97 55cf
E fba78bc5 f32b
E 86d136fc 0000
E 00000000 368a
E bbc5a4a5 58ed
E af71f2b5 3e15
E 5d5a4faa ead9
E c781fc1a 0001
E 80000000 8d51
E 7fffffff 4001
E d63b93e3 1e1e
E fbf8b48e 8960
E 9bdd5113 8c6f
E cd8fcd15 42d6
E 3d302786 7fff
E 00fff000 01fc
E e141ca0e e587
E e5838835 9271
E dc2951fe 6df9
E 3caa1af0 82ca
